filename,width,height,class,xmin,ymin,xmax,ymax
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Shot Clock,23,317,68,359
youtube-42_jpg.rf.af5729d489c6da8e4e1538bbba3b3f0e.jpg,1830,1030,Period,23,350,77,386
youtube-117_jpg.rf.317e345d5218b76d6f8cf85b95a9a1f6.jpg,1920,1080,Player,655,305,1142,920
youtube-117_jpg.rf.317e345d5218b76d6f8cf85b95a9a1f6.jpg,1920,1080,Player,0,233,486,746
youtube-117_jpg.rf.317e345d5218b76d6f8cf85b95a9a1f6.jpg,1920,1080,Player,395,341,975,1021
youtube-117_jpg.rf.317e345d5218b76d6f8cf85b95a9a1f6.jpg,1920,1080,Ball,825,659,931,760
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,350,693,443,883
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,350,663,439,897
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,444,577,487,737
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,1160,611,1250,817
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,1438,607,1497,766
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,1165,601,1242,776
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,850,609,940,802
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Ref,815,576,850,680
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Player,709,595,772,753
Iowa_Nebraska-2023-03-06-college-men_mp4-15_jpg.rf.6721785dd006a372c47d3ade487f4df4.jpg,1920,1080,Hoop,424,502,475,543
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Hoop,435,496,483,536
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,334,688,449,875
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,357,656,444,896
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,460,572,508,724
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,707,587,758,738
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,901,602,951,796
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Ref,821,570,856,675
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,1165,589,1206,767
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,1200,602,1262,805
Iowa_Nebraska-2023-03-06-college-men_mp4-19_jpg.rf.9997cb5ffcdb12f1932e3886c33bf4cb.jpg,1920,1080,Player,1441,602,1492,708
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Ref,377,497,457,584
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Ref,1122,199,1186,390
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Hoop,758,36,820,97
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Ball,794,76,822,105
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,771,85,890,301
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,707,154,795,335
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,419,190,527,365
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,607,33,701,192
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,310,175,450,358
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Ref,268,97,348,250
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,404,283,505,490
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,758,196,841,383
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,540,241,667,450
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,872,250,958,434
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Player,883,295,1039,503
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Team Points,551,580,596,627
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Team Points,703,557,739,599
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Team Name,404,587,526,629
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Team Name,770,538,817,564
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Time Remaining,612,564,678,599
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Shot Clock,614,592,648,620
youtube-5_jpg.rf.1c06f6be37a92f32c67bf68172c4cf90.jpg,1186,666,Period,650,588,681,612
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Team Points,500,959,541,982
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,1443,510,1625,817
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Ball,1235,350,1279,396
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Hoop,1026,175,1104,254
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Ref,1078,187,1160,363
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,1062,354,1234,611
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,1075,423,1316,707
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Ref,878,727,1024,980
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,11,705,91,981
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Ref,0,346,76,573
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,325,286,434,508
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,569,279,686,505
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,508,422,676,687
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,328,537,456,781
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,1167,361,1319,651
youtube-4_jpg.rf.12339f1895eeae7018f56c0a9c1c4fe1.jpg,1748,982,Player,840,351,981,607
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Hoop,1355,504,1409,551
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,1118,564,1207,747
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,1061,538,1148,656
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,1185,570,1282,703
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Ref,971,515,1031,625
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,996,553,1100,750
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,876,556,999,723
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,726,543,812,692
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,707,527,819,712
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,907,503,985,656
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Ref,422,520,535,731
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Ref,1761,710,1816,916
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,980,533,1085,665
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Player,551,491,678,680
Iowa_Nebraska-2023-03-06-college-men_mp4-129_jpg.rf.ecb77592e9193814853f3dc90a660f70.jpg,1840,1034,Ball,638,583,661,607
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Hoop,1362,482,1415,528
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,1077,615,1197,792
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,1211,528,1281,658
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,1237,559,1302,687
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,1044,543,1124,710
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Ref,979,511,1026,617
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,1014,543,1099,719
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,895,579,1024,783
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,723,532,808,676
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,592,499,682,671
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,814,490,879,652
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Ball,608,594,634,618
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Ref,364,515,449,600
Iowa_Nebraska-2023-03-06-college-men_mp4-115_jpg.rf.2a17f8e838da4056750e9e0ad0980318.jpg,1770,994,Player,1076,550,1129,686
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Ref,1034,740,1190,1050
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Ref,1345,294,1477,516
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Ball,994,333,1025,369
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Ref,222,76,350,307
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,179,341,348,642
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,372,327,550,614
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,570,351,712,632
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,687,319,828,591
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,918,159,1041,446
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,957,254,1046,407
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,868,127,1050,473
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,751,411,939,716
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,945,426,1221,727
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Player,1486,757,1711,1062
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Hoop,1309,259,1390,345
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Team Name,244,741,333,792
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Team Name,238,789,324,839
youtube-94_jpg.rf.67f3ee9c16dfab1fd071d3507d7f66e3.jpg,1890,1062,Team Points,163,724,214,770
